frame,image_path,track_id,xtl,ytl,xbr,ybr,label,dressCodeStyle,gender,Distracted,location,fashionPersonality,judgmentCalls,age,weight,disability,Crossed,relativePosition
631,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00631.jpg,4,1585.39,793.3,1704.63,1045.82,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
632,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00632.jpg,4,1587.11,793.45,1706.34,1045.97,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
633,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00633.jpg,4,1588.82,793.6,1708.05,1046.13,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
634,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00634.jpg,4,1590.53,793.76,1709.77,1046.28,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
635,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00635.jpg,4,1592.25,793.91,1711.48,1046.43,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
636,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00636.jpg,4,1593.96,794.06,1713.2,1046.58,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
637,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00637.jpg,4,1595.67,794.21,1714.91,1046.74,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
638,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00638.jpg,4,1597.39,794.37,1716.62,1046.89,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
639,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00639.jpg,4,1599.1,794.52,1718.34,1047.04,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
640,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00640.jpg,4,1600.82,794.67,1720.05,1047.19,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
641,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00641.jpg,4,1602.53,794.82,1721.77,1047.35,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
642,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00642.jpg,4,1604.24,794.97,1723.48,1047.5,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
643,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00643.jpg,4,1605.96,795.13,1725.19,1047.65,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
644,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00644.jpg,4,1607.67,795.28,1726.91,1047.8,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
645,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00645.jpg,4,1609.39,795.43,1728.62,1047.95,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
646,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00646.jpg,4,1611.1,795.58,1730.34,1048.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
647,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00647.jpg,4,1612.81,795.74,1732.05,1048.26,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
648,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00648.jpg,4,1614.53,795.89,1733.76,1048.41,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
649,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00649.jpg,4,1616.24,796.04,1735.48,1048.56,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
650,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00650.jpg,4,1617.96,796.19,1737.19,1048.72,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
651,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00651.jpg,4,1619.67,796.35,1738.9,1048.87,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
652,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00652.jpg,4,1626.55,796.43,1745.78,1048.95,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
653,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00653.jpg,4,1633.43,796.51,1752.66,1049.03,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
654,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00654.jpg,4,1640.31,796.59,1759.54,1049.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
655,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00655.jpg,4,1647.19,796.67,1766.42,1049.19,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
656,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00656.jpg,4,1654.07,796.75,1773.3,1049.27,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
657,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00657.jpg,4,1660.95,796.83,1780.18,1049.35,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
658,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00658.jpg,4,1667.83,796.91,1787.06,1049.44,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
659,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00659.jpg,4,1674.71,796.99,1793.94,1049.52,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
660,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00660.jpg,4,1681.59,797.07,1800.82,1049.6,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
661,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00661.jpg,4,1688.47,797.16,1807.7,1049.68,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
662,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00662.jpg,4,1695.34,797.24,1814.58,1049.76,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
663,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00663.jpg,4,1702.22,797.32,1821.46,1049.84,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
664,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00664.jpg,4,1709.1,797.4,1828.34,1049.92,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
665,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00665.jpg,4,1715.98,797.48,1835.22,1050.0,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
666,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00666.jpg,4,1722.86,797.56,1842.1,1050.08,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
667,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00667.jpg,4,1729.74,797.64,1848.98,1050.16,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
668,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00668.jpg,4,1729.74,797.64,1848.98,1050.16,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
669,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00669.jpg,4,1729.74,797.64,1848.98,1050.16,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
670,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00670.jpg,4,1729.74,797.64,1848.98,1050.16,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
671,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00671.jpg,4,1729.74,797.64,1848.98,1050.16,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
672,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00672.jpg,4,1729.74,797.64,1848.98,1050.16,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
673,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00673.jpg,4,1729.74,797.64,1848.98,1050.16,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
674,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00674.jpg,4,1729.74,797.64,1848.98,1050.16,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
675,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00675.jpg,4,1729.74,797.64,1848.98,1050.16,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
156,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00156.jpg,5,730.17,763.97,800.1,880.52,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
157,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00157.jpg,5,732.78,763.9,802.71,880.44,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
158,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00158.jpg,5,735.39,763.82,805.32,880.37,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
159,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00159.jpg,5,738.0,763.75,807.93,880.29,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
160,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00160.jpg,5,740.61,763.67,810.53,880.22,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
161,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00161.jpg,5,743.21,763.6,813.14,880.14,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
162,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00162.jpg,5,745.82,763.52,815.75,880.07,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
163,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00163.jpg,5,748.43,763.45,818.36,879.99,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
164,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00164.jpg,5,751.04,763.37,820.97,879.92,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
165,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00165.jpg,5,753.65,763.3,823.57,879.84,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
166,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00166.jpg,5,756.25,763.22,826.18,879.77,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
167,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00167.jpg,5,758.86,763.15,828.79,879.69,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
168,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00168.jpg,5,761.47,763.07,831.4,879.62,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
169,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00169.jpg,5,764.08,763.0,834.01,879.54,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
170,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00170.jpg,5,766.69,762.92,836.62,879.47,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
171,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00171.jpg,5,769.3,762.85,839.22,879.39,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
172,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00172.jpg,5,771.9,762.77,841.83,879.32,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
173,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00173.jpg,5,774.51,762.69,844.44,879.24,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
174,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00174.jpg,5,777.12,762.62,847.05,879.17,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
175,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00175.jpg,5,779.73,762.54,849.66,879.09,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
176,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00176.jpg,5,782.34,762.47,852.26,879.02,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
177,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00177.jpg,5,784.94,762.39,854.87,878.94,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
178,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00178.jpg,5,787.55,762.32,857.48,878.87,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
179,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00179.jpg,5,790.16,762.24,860.09,878.79,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
180,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00180.jpg,5,792.77,762.17,862.7,878.72,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
181,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00181.jpg,5,795.38,762.09,865.3,878.64,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
182,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00182.jpg,5,797.99,762.02,867.91,878.57,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
183,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00183.jpg,5,800.59,761.94,870.52,878.49,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
184,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00184.jpg,5,803.2,761.87,873.13,878.42,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
185,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00185.jpg,5,805.81,761.79,875.74,878.34,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
186,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00186.jpg,5,809.37,761.82,879.3,878.37,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
187,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00187.jpg,5,812.93,761.85,882.86,878.4,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
188,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00188.jpg,5,816.5,761.88,886.42,878.43,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
189,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00189.jpg,5,820.06,761.91,889.99,878.46,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
190,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00190.jpg,5,823.62,761.94,893.55,878.49,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
191,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00191.jpg,5,827.18,761.97,897.11,878.52,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
192,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00192.jpg,5,830.74,762.01,900.67,878.55,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
193,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00193.jpg,5,834.3,762.04,904.23,878.58,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
194,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00194.jpg,5,837.87,762.07,907.79,878.61,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
195,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00195.jpg,5,836.75,762.81,906.68,879.36,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
196,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00196.jpg,5,835.64,763.56,905.57,880.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
197,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00197.jpg,5,834.52,764.31,904.45,880.86,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
198,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00198.jpg,5,833.41,765.06,903.34,881.61,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
199,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00199.jpg,5,832.29,765.81,902.22,882.36,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
200,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00200.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
201,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00201.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
202,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00202.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
203,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00203.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
204,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00204.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
205,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00205.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
206,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00206.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
207,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00207.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
208,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00208.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
209,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00209.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
210,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00210.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
211,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00211.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
212,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00212.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
213,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00213.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
214,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00214.jpg,5,831.18,766.56,901.11,883.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,middle
366,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00366.jpg,6,161.68,743.25,251.04,928.43,Crossing,Formal,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,near
367,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00367.jpg,6,171.23,743.09,260.59,928.27,Crossing,Formal,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,near
368,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00368.jpg,6,180.78,742.93,270.14,928.11,Crossing,Formal,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,near
369,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00369.jpg,6,190.33,742.77,279.69,927.95,Crossing,Formal,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,near
370,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00370.jpg,6,199.89,742.6,289.24,927.78,Crossing,Formal,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,near
371,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00371.jpg,6,209.44,742.44,298.79,927.62,Crossing,Formal,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,near
372,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00372.jpg,6,218.99,742.28,308.34,927.46,Crossing,Formal,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,near
373,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00373.jpg,6,228.54,742.12,317.89,927.3,Crossing,Formal,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,near
374,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00374.jpg,6,238.09,741.96,327.44,927.14,Crossing,Formal,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,near
375,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00375.jpg,6,247.64,741.79,336.99,926.97,Crossing,Formal,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,near
376,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00376.jpg,6,257.19,741.63,346.54,926.81,Crossing,Formal,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,near
377,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00377.jpg,6,266.74,741.47,356.09,926.65,Crossing,Formal,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,near
378,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00378.jpg,6,276.29,741.31,365.64,926.49,Crossing,Formal,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,near
379,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00379.jpg,6,285.84,741.15,375.19,926.33,Crossing,Formal,male,no,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,false,Waited,near
